"REF_DATE","GEO","DGUID","Educational qualification","Field of study","Gender","Age group","Status of student in Canada","Characteristics after graduation","Graduate statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083441908","7.9.12.1.1.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083441909","7.9.12.1.1.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083441926","7.9.12.1.2.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083441927","7.9.12.1.2.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083441944","7.9.12.1.3.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083441945","7.9.12.1.3.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083441962","7.9.12.2.1.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083441963","7.9.12.2.1.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083441998","7.9.12.2.3.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083441999","7.9.12.2.3.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083442016","7.9.12.3.1.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083442017","7.9.12.3.1.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083442034","7.9.12.3.2.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083442035","7.9.12.3.2.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083442052","7.9.12.3.3.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate certificate","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083442053","7.9.12.3.3.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454220","7.11.12.1.1.1.4.2","55600","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454221","7.11.12.1.1.1.4.3","72800","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454238","7.11.12.1.2.1.4.2","55500","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454239","7.11.12.1.2.1.4.3","72400","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454256","7.11.12.1.3.1.4.2","59500","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454257","7.11.12.1.3.1.4.3","77200","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454274","7.11.12.2.1.1.4.2","56500","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454275","7.11.12.2.1.1.4.3","76000","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454292","7.11.12.2.2.1.4.2","56000","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454293","7.11.12.2.2.1.4.3","75300","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454310","7.11.12.2.3.1.4.2","64400","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454311","7.11.12.2.3.1.4.3","81600","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454328","7.11.12.3.1.1.4.2","46000","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454329","7.11.12.3.1.1.4.3","59000","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454346","7.11.12.3.2.1.4.2","46000","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454347","7.11.12.3.2.1.4.3","59000","","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083454364","7.11.12.3.3.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Undergraduate degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083454365","7.11.12.3.3.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472688","7.14.12.1.1.1.4.2","60300","","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472689","7.14.12.1.1.1.4.3","73800","","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472706","7.14.12.1.2.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472707","7.14.12.1.2.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472724","7.14.12.1.3.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472725","7.14.12.1.3.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472742","7.14.12.2.1.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472743","7.14.12.2.1.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472760","7.14.12.2.2.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472761","7.14.12.2.2.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472778","7.14.12.2.3.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472779","7.14.12.2.3.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472796","7.14.12.3.1.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472797","7.14.12.3.1.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472814","7.14.12.3.2.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472815","7.14.12.3.2.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083472832","7.14.12.3.3.1.4.2","","x","","","0"
"2010","Ontario","2016A000235","Post-baccalaureate non-graduate diploma","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083472833","7.14.12.3.3.1.4.3","","x","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509624","7.19.12.1.1.1.4.2","63700","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509625","7.19.12.1.1.1.4.3","75800","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509642","7.19.12.1.2.1.4.2","62900","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509643","7.19.12.1.2.1.4.3","75900","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509660","7.19.12.1.3.1.4.2","67300","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509661","7.19.12.1.3.1.4.3","74200","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509678","7.19.12.2.1.1.4.2","66500","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509679","7.19.12.2.1.1.4.3","78500","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509696","7.19.12.2.2.1.4.2","66500","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509697","7.19.12.2.2.1.4.3","79800","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509714","7.19.12.2.3.1.4.2","64400","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509715","7.19.12.2.3.1.4.3","72100","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509732","7.19.12.3.1.1.4.2","61500","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509733","7.19.12.3.1.1.4.3","69600","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509750","7.19.12.3.2.1.4.2","60500","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509751","7.19.12.3.2.1.4.3","67900","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083509768","7.19.12.3.3.1.4.2","68600","","","","0"
"2010","Ontario","2016A000235","Master's degree","Computer and information sciences [a.32]","Female gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083509769","7.19.12.3.3.1.4.3","77400","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534248","7.23.12.1.1.1.4.2","72400","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534249","7.23.12.1.1.1.4.3","96200","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534266","7.23.12.1.2.1.4.2","78700","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534267","7.23.12.1.2.1.4.3","100500","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534284","7.23.12.1.3.1.4.2","64200","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Total, gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534285","7.23.12.1.3.1.4.3","85000","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534302","7.23.12.2.1.1.4.2","79100","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534303","7.23.12.2.1.1.4.3","97100","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534320","7.23.12.2.2.1.4.2","82800","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","15 to 34 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534321","7.23.12.2.2.1.4.3","103100","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2017 constant dollars","387","units","0","v1083534338","7.23.12.2.3.1.4.2","69600","","","","0"
"2010","Ontario","2016A000235","Doctoral degree","Computer and information sciences [a.32]","Male gender","35 to 64 years","Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2017 constant dollars","387","units","0","v1083534339","7.23.12.2.3.1.4.3","96400","","","","0"
